,partido,partido_num,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,who,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
381,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"1⃣ Quiero comunicaros que, en el día de ayer, mi cuenta de Twitter fue suspendida por esta red social, impidiéndome acceder y realizar cualquier tipo de actividad en la misma. La causa de la suspensión, según 
@TwitterEspana
, es la publicación de un tuit sobre un acto de campaña.","1 quiero comunicaros que, en el dia de ayer, mi cuenta de twitter fue suspendida por esta red social, impidiendome acceder y realizar cualquier tipo de actividad en la misma. la causa de la suspension, segun   , es la publicacion de un tuit sobre un acto de campana.",negative,0,0.6891765,0.29162154,0.019201947,False,False,False,True,@Hector_Illueca_,372100,244,0.000655737704918,3251,0.0087368986831496,4372,0.0117495296963181,158947,0.0473,0,48,1 quiero comunicaros dia ayer cuenta twitter suspendida red social impidiendome acceder realizar cualquier tipo actividad misma causa suspension segun publicacion tuit acto campana
382,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"La organización vecinal, la organización popular es imprescindible para las conquistas sociales. 

Enhorabuena 
@verdechamberi
y al resto de colectivos 🙌🙌","la organizacion vecinal, la organizacion popular es imprescindible para las conquistas sociales.   enhorabuena   y al resto de colectivos",positive,2,0.025028976,0.026306633,0.9486643,False,False,True,False,https://blogs.publico.es/,17200,44,0.0025581395348837,429,0.0249418604651162,871,0.0506395348837209,158949,0.0473,0,18,organizacion vecinal organizacion popular imprescindible conquistas sociales enhorabuena resto colectivos
383,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Como sociedad no podemos seguir consintiendo insultos racistas en los campos de fútbol ni en ningún sitio.

Fuera racistas de todos los lugares.",como sociedad no podemos seguir consintiendo insultos racistas en los campos de futbol ni en ningun sitio.  fuera racistas de todos los lugares.,negative,0,0.85615057,0.10018501,0.04366435,False,False,True,False,https://elpais.com/,22500,169,0.0075111111111111,194,0.0086222222222222,459,0.0204,158952,0.0473,0,23,sociedad podemos seguir consintiendo insultos racistas campos futbol ningun sitio racistas lugares
384,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Hay una tarea muchas veces invisible en unas elecciones, pero esencial

¡Ningún colegio sin nosotr@s!

#ApoderateParaEl28m","hay una tarea muchas veces invisible en unas elecciones, pero esencial  !ningun colegio sin nosotr  #apoderateparael28m",positive,2,0.24571171,0.21555547,0.5387328,False,True,False,True,@tito_morano,6754,11,0.001628664495114,97,0.0143618596387326,141,0.0208765176191886,158953,0.0473,0,16,tarea muchas veces invisible unas elecciones esencial ningun colegio nosotr apoderateparael28m
385,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Pregunta ¿Por qué era necesario vestir esa blusa y llevar ese libro en el debate?

Respuesta. Era importante que Ayuso se mirara ante el espejo delante de los madrileños en el único debate en el que ha aceptado participar. 

Entrevista a 
@AleJacintoUrang",pregunta ?por que era necesario vestir esa blusa y llevar ese libro en el debate?  respuesta. era importante que ayuso se mirara ante el espejo delante de los madrilenos en el unico debate en el que ha aceptado participar.   entrevista a,negative,0,0.82191527,0.12267092,0.055413846,False,True,False,True,@el_pais_madrid,4390,15,0.0034168564920273,63,0.0143507972665148,159,0.0362186788154897,158954,0.0473,0,41,pregunta necesario vestir blusa llevar libro debate respuesta importante ayuso mirara espejo delante madrilenos unico debate aceptado participar entrevista
386,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Esta mañana con 
@AleJacintoUrang
y 
@CCarvajalMartin
hemos estado en Madrid Rio denunciando la política arboricida de la Comunidad de Madrid, y reclamando medidas reales contra el cambio climático. 

La Comunidad de Madrid no cuenta con una ley de cambio climático. 

#NOALATALA","esta manana con   y   hemos estado en madrid rio denunciando la politica arboricida de la comunidad de madrid, y reclamando medidas reales contra el cambio climatico.   la comunidad de madrid no cuenta con una ley de cambio climatico.   #noalatala",negative,0,0.9372219,0.04385427,0.018923834,False,True,False,True,@juralde,5590,5,0.0008944543828264,97,0.0173524150268336,137,0.0245080500894454,158956,0.0473,0,39,manana madrid rio denunciando politica arboricida comunidad madrid reclamando medidas reales cambio climatico comunidad madrid cuenta ley cambio climatico noalatala
387,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Retrasan la publicación de las listas de admitidos en escuelas infantiles y hasta el 7 de junio no se publican las de los coles públicos.

Somos muchas familias que no sabemos si tendremos una plaza. 

Ayuso y Almeida retrasando la prueba de que no hay ""libertad"" de elección.","retrasan la publicacion de las listas de admitidos en escuelas infantiles y hasta el 7 de junio no se publican las de los coles publicos.  somos muchas familias que no sabemos si tendremos una plaza.   ayuso y almeida retrasando la prueba de que no hay ""libertad"" de eleccion.",negative,0,0.95100963,0.03607849,0.012911798,False,True,False,False,False,50500,142,0.0028118811881188,1294,0.0256237623762376,1721,0.034079207920792,158958,0.0473,0,48,retrasan publicacion listas admitidos escuelas infantiles 7 junio publican coles publicos muchas familias sabemos si plaza ayuso almeida retrasando prueba libertad eleccion
388,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Nos queda menos de una semana para echar a Ayuso y a Almeida.

Este viernes cerramos la campaña en Madrid con 
@ionebelarra
, 
@IreneMontero
, 
@AleJacintoUrang
, 
@RbSotomayor
, 
@juralde
, 
@sirarego
, 
@RodriguezM_Yol
y 
@CarolCordero_N
.

📌 Plaza Puerto Rubio (Puente de Vallecas)
🕕 18.00 h","nos queda menos de una semana para echar a ayuso y a almeida.  este viernes cerramos la campana en madrid con   ,   ,   ,   ,   ,   ,   y   .   plaza puerto rubio (puente de vallecas)  18.00 h",neutral,1,0.05079809,0.7766224,0.17257956,False,True,False,True,@PODEMOS,15300,5,0.0003267973856209,236,0.0154248366013071,392,0.0256209150326797,158959,0.0473,0,37,queda menos semana echar ayuso almeida viernes cerramos campana madrid plaza puerto rubio puente vallecas 1800 h
389,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Ayer Arganzuela, hoy Móstoles, mañana Getafe y el 29 en la Puerta del Sol. 

Si Se Puede.","ayer arganzuela, hoy mostoles, manana getafe y el 29 en la puerta del sol.   si se puede.",positive,2,0.21009558,0.15133753,0.6385669,False,True,False,False,False,24200,145,0.00599173553719,263,0.0108677685950413,477,0.0197107438016528,158962,0.0473,0,17,ayer arganzuela hoy mostoles manana getafe 29 puerta sol si puede
390,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"Llevamos años con partidos en las instituciones lanzando racismo , xenofobia y odio contra las personas migradas y otros colectivos vulnerables. 

Estas son las consecuencias y si no reaccionamos, irá a más.","llevamos anos con partidos en las instituciones lanzando racismo , xenofobia y odio contra las personas migradas y otros colectivos vulnerables.   estas son las consecuencias y si no reaccionamos, ira a mas.",negative,0,0.9497064,0.033577383,0.01671625,False,True,True,False,https://cadenaser.com/,84400,669,0.0079265402843601,510,0.006042654028436,882,0.0104502369668246,158967,0.0473,0,32,llevamos anos partidos instituciones lanzando racismo xenofobia odio personas migradas colectivos vulnerables consecuencias si reaccionamos ira mas
391,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"‼️ Este martes a las 18.30h nos vemos en

📌Plaza Unesco (Getafe Central)
🌧️C. Cívico La Alhóndiga en caso de lluvia

Junto con la próxima presidenta de la Comunidad de Madrid, 
@AleJacintoUrang
, el gran poeta getafense Mario Obrero, 
@MayoralRafa
y todo este equipazo👇","!! este martes a las 18.30h nos vemos en  plaza unesco (getafe central) c. civico la alhondiga en caso de lluvia  junto con la proxima presidenta de la comunidad de madrid,   , el gran poeta getafense mario obrero,   y todo este equipazo",positive,2,0.019754441,0.32986447,0.65038115,False,True,False,True,@alba_leo,17100,12,0.0007017543859649,84,0.0049122807017543,149,0.0087134502923976,158968,0.0473,0,42,martes 1830h vemos plaza unesco getafe central c civico alhondiga caso lluvia junto proxima presidenta comunidad madrid gran poeta getafense mario obrero equipazo
392,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"Si quieres saber un poco más sobre mi trayectoria, artículos que he escrito, intervenciones o mis redes, te dejo por aquí mi web 👇🏽

http://alejandrajacinto.org","si quieres saber un poco mas sobre mi trayectoria, articulos que he escrito, intervenciones o mis redes, te dejo por aqui mi web   ",neutral,1,0.012964662,0.9634777,0.023557628,False,False,False,False,False,61600,539,0.00875,529,0.0085876623376623,993,0.0161201298701298,158970,0.0473,0,23,si quieres saber mas trayectoria articulos escrito intervenciones redes dejo aqui web
393,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"El mantra de que lo privado funciona mejor que lo público ya no se lo cree nadie.

Y lo estamos demostrando en los Ayuntamientos donde gobernamos como en Alcorcón remunicipalizando servicios públicos. 

Después del 28M vamos a tener un Gobierno que defienda lo público.",el mantra de que lo privado funciona mejor que lo publico ya no se lo cree nadie.  y lo estamos demostrando en los ayuntamientos donde gobernamos como en alcorcon remunicipalizando servicios publicos.   despues del 28m vamos a tener un gobierno que defienda lo publico.,negative,0,0.8100643,0.08808067,0.10185498,False,True,False,False,False,23300,255,0.0109442060085836,396,0.0169957081545064,658,0.0282403433476394,158971,0.0473,0,44,mantra privado funciona mejor publico cree nadie demostrando ayuntamientos gobernamos alcorcon remunicipalizando servicios publicos despues 28m vamos tener gobierno defienda publico
394,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"Las familias ya no queremos reuniones sólo verla declarar en los tribunales. Verdad, justicia y reparación para las VÍCTIMAS

El 'Protocolo de la Vergüenza' de Ayuso: tres años de pasividad judicial y mentiras políticas https://infolibre.es/1_1628d4 vía 
@_infolibre","las familias ya no queremos reuniones solo verla declarar en los tribunales. verdad, justicia y reparacion para las victimas  el 'protocolo de la verguenza' de ayuso: tres anos de pasividad judicial y mentiras politicas  via",negative,0,0.8450467,0.07585537,0.07909796,False,True,False,True,@MareaResidencia,48100,105,0.0021829521829521,2325,0.0483367983367983,3185,0.0662162162162162,158972,0.0473,0,35,familias queremos reuniones solo verla declarar tribunales verdad justicia reparacion victimas protocolo verguenza ayuso tres anos pasividad judicial mentiras politicas via
395,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"En Getafe, ejemplo de que sí se puede gobernar cuidando.","en getafe, ejemplo de que si se puede gobernar cuidando.",positive,2,0.19628145,0.20696932,0.59674925,False,True,False,False,False,9756,37,0.0037925379253792,179,0.0183476834768347,365,0.0374128741287412,158973,0.0473,0,10,getafe ejemplo si puede gobernar cuidando
396,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"David, afectado por las obras del Metro en San Fernando de Henares: 

""Mi hija me pregunta dónde dejan los Reyes Magos los regalos a los que les han tirado la casa”

Gracias 
@Hora25
y 
@AimarBretos
por dar voz a los vecinos. 

#VidasRotas","david, afectado por las obras del metro en san fernando de henares:   ""mi hija me pregunta donde dejan los reyes magos los regalos a los que les han tirado la casa""  gracias   y   por dar voz a los vecinos.   #vidasrotas",negative,0,0.44021946,0.17510024,0.38468033,False,True,True,False,https://cadenaser.com/,20300,97,0.0047783251231527,692,0.0340886699507389,1138,0.0560591133004926,158975,0.0473,0,40,david afectado obras metro san fernando henares hija pregunta dejan reyes magos regalos tirado casa gracias dar voz vecinos vidasrotas
397,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"El hermano de Ayuso no es el hermano de Ayuso, es una persona que hizo negocio con comisiones y no sabemos por qué.

Puedes leer aquí la entrevista completa 👇🏽","el hermano de ayuso no es el hermano de ayuso, es una persona que hizo negocio con comisiones y no sabemos por que.  puedes leer aqui la entrevista completa",negative,0,0.7007288,0.2728403,0.026430918,False,True,True,False,https://www.elmundo.es/,28300,533,0.018833922261484,301,0.0106360424028268,515,0.0181978798586572,158978,0.0473,0,29,hermano ayuso hermano ayuso persona hizo negocio comisiones sabemos puedes leer aqui entrevista completa
398,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"El derecho a la vivienda es mi vida. 

Gracias 
@asiermartiarena
por este perfil en 
@LaVanguardia",el derecho a la vivienda es mi vida.   gracias   por este perfil en,positive,2,0.008503218,0.020350212,0.9711466,False,True,True,False,https://www.lavanguardia.com/,25300,247,0.0097628458498023,490,0.0193675889328063,988,0.0390513833992094,158979,0.0473,0,13,derecho vivienda vida gracias perfil
399,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"Esta noche, debate electoral en 
@La1_tve


⏰22:30h 
Síguelo en directo http://rtve.es","esta noche, debate electoral en     22:30h  siguelo en directo ",neutral,1,0.019378388,0.9435449,0.03707665,False,True,False,False,False,67200,442,0.0065773809523809,848,0.0126190476190476,1658,0.024672619047619,158980,0.0473,0,9,noche debate electoral 2230h siguelo directo
400,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"Nos vemos esta tarde junto a los compañeros de 
@JovenesIUMadrid
y 
@RbSotomayor
para hablar sobre el Madrid que nos merecemos como jóvenes 💭

Tendremos show drag de Mary Conazo, concierto de la Vallekana Sound System y seguiremos juntas el debate de 
@AleJacintoUrang
en TVE 🌈💜💃🏼","nos vemos esta tarde junto a los companeros de   y   para hablar sobre el madrid que nos merecemos como jovenes   tendremos show drag de mary conazo, concierto de la vallekana sound system y seguiremos juntas el debate de   en tve",positive,2,0.0711733,0.24654199,0.6822847,False,True,False,True,@PodemosJovenCM,7685,6,0.0007807417046193,69,0.0089785296031229,102,0.0132726089785296,158981,0.0473,0,40,vemos tarde junto companeros hablar madrid merecemos jovenes show drag mary conazo concierto vallekana sound system seguiremos juntas debate tve
